,genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
73,OLFM4,True,Acinar cells,Endoderm,True,0.583333,0.0132075,True,0.0,0.0126974,9606,Pancreas,0.013
74,GSTA1,True,Enterocytes,Endoderm,True,0.0,0.0301318,True,0.298013,0.00261729,9606,GI tract,0.012
75,GSTA1,False,Foveolar cells,Endoderm,True,0.0,0.0300752,True,1.0,0.00757722,9606,GI tract,0.012
76,GSTA1,True,Acinar cells,Endoderm,True,0.916667,0.0267296,True,0.0,0.00837899,9606,Pancreas,0.012
77,LGALS2,False,Foveolar cells,Endoderm,True,0.0,0.0379073,True,1.0,0.030052,9606,GI tract,0.032
78,LGALS2,True,Cholangiocytes,Endoderm,True,0.133333,0.0356112,True,1.0,0.0306745,9606,Liver,0.032
79,LGALS2,True,Acinar cells,Endoderm,True,0.916667,0.0345912,True,0.0142857,0.0308733,9606,Pancreas,0.032
80,LGALS2,False,Paneth cells,Endoderm,True,0.0,0.0379073,True,0.8625,0.0265076,9606,GI tract,0.032
81,LGALS2,True,Enterocytes,Endoderm,True,0.5,0.037037,True,0.897351,0.0136753,9606,GI tract,0.032
82,PDZK1IP1,False,Principal cells,Mesoderm,True,0.0,0.0432331,True,1.0,0.0227885,9606,Kidney,0.025
83,PDZK1IP1,True,Acinar cells,Endoderm,True,1.0,0.0396226,True,0.114286,0.0228166,9606,Pancreas,0.025
84,PDZK1IP1,True,Platelets,Mesoderm,True,0.0,0.0432873,True,0.0,0.0232319,9606,Blood,0.025
85,RARRES2,True,Acinar cells,Endoderm,True,1.0,0.0751572,True,0.0,0.0,9606,Pancreas,0.03
86,RARRES2,False,Mesothelial cells,Mesoderm,True,1.0,0.0780564,True,0.0,0.0,9606,Epithelium,0.03
87,RARRES2,True,Adipocytes,Mesoderm,True,0.0,0.0788069,True,0.0,0.0,9606,Connective tissue,0.03
88,RARRES2,True,Ependymal cells,Ectoderm,True,0.0,0.0787822,True,0.0,0.0,9606,Brain,0.03
89,RARRES2,False,Fibroblasts,Mesoderm,True,0.54955,0.0616683,True,0.0,0.0,9606,Connective tissue,0.03
90,RARRES2,False,Peritubular myoid cells,Mesoderm,True,0.490566,0.0716789,True,0.0,0.0,9606,Reproductive,0.03
91,RARRES2,False,Pericytes,Mesoderm,True,0.142857,0.0784929,True,0.0,0.0,9606,Vasculature,0.03
92,CXCL17,True,Acinar cells,Endoderm,True,0.75,0.0248428,True,0.0,0.00367386,9606,Pancreas,0.007
93,CXCL17,False,Epithelial cells,Mesoderm,True,0.0294118,0.0275491,True,0.0,0.00366465,9606,Epithelium,0.007
94,UBD,True,Acinar cells,Endoderm,True,,,True,,,9606,Pancreas,0.0
95,GSTA2,True,Hepatocytes,Endoderm,True,0.0540541,0.00919176,True,0.2,0.00604696,9606,Liver,0.007
96,GSTA2,True,Acinar cells,Endoderm,True,0.916667,0.00628931,True,0.0142857,0.00650983,9606,Pancreas,0.007
97,GSTA2,True,Proximal tubule cells,Mesoderm,True,0.0,0.00971482,True,0.385714,0.00483403,9606,Kidney,0.007
98,ANPEP,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0128446,True,0.0,0.0169099,9606,Bone,0.015
99,ANPEP,True,Enterocytes,Endoderm,True,0.666667,0.0116133,True,0.403974,0.00922594,9606,GI tract,0.015
100,ANPEP,True,Luminal epithelial cells,Ectoderm,True,0.0,0.0129053,True,0.0,0.0168893,9606,Mammary gland,0.015
101,ANPEP,True,Pericytes,Mesoderm,True,0.0,0.0128728,True,0.0123967,0.0169458,9606,Vasculature,0.015
102,ANPEP,True,Gastric chief cells,Endoderm,True,0.0,0.0128446,True,0.0,0.0168752,9606,GI tract,0.015
103,ANPEP,True,Acinar cells,Endoderm,True,0.75,0.0100629,True,0.0714286,0.0166291,9606,Pancreas,0.015
104,ANPEP,False,Epithelial cells,Mesoderm,False,,,False,,,9606,Epithelium,0.0
105,ANPEP,True,Epithelial cells,Mesoderm,True,0.176471,0.011083,True,0.0967742,0.016716,9606,Epithelium,0.015
106,LYZ,True,Acinar cells,Endoderm,True,0.0,0.0408805,False,0.0,0.0,9606,Pancreas,0.008
107,LYZ,True,Neutrophils,Mesoderm,True,0.615385,0.0383768,False,0.0,0.0,9606,Immune system,0.008
108,LYZ,True,Paneth cells,Endoderm,True,0.0,0.0407268,False,0.0,0.0,9606,GI tract,0.008
109,LYZ,True,Dendritic cells,Mesoderm,True,0.442177,0.0213465,False,0.0,0.0,9606,Immune system,0.008
110,LYZ,False,Monocytes,Mesoderm,True,,,False,,,9606,Immune system,0.008
111,LYZ,True,Kupffer cells,Mesoderm,True,0.0,0.0407268,False,0.0,0.0,9606,Liver,0.008
112,ANGPTL4,True,Acinar cells,Endoderm,True,0.166667,0.0295597,True,0.0,0.0329359,9606,Pancreas,0.031
113,ANGPTL4,True,Sebocytes,Mesoderm,True,0.0,0.0300752,True,0.0,0.0327879,9606,Skin,0.031
114,ALDOB,True,Enterocytes,Endoderm,True,0.0,0.00627746,True,0.943709,0.0191716,9606,GI tract,0.031
115,ALDOB,True,Acinar cells,Endoderm,True,0.583333,0.00408805,True,0.0428571,0.0370609,9606,Pancreas,0.031
116,CEBPA,True,Microglia,Ectoderm,True,0.0,0.0,True,0.193182,0.0252228,9606,Brain,0.025
117,CEBPA,False,Hepatoblasts,Endoderm,True,0.0,0.0,True,0.0,0.0299647,9606,Liver,0.025
118,CEBPA,True,Pulmonary alveolar type II cells,Endoderm,True,0.0,0.0,True,0.265152,0.0279557,9606,Lungs,0.025
119,CEBPA,False,Hepatocytes,Endoderm,True,0.0,0.0,True,0.375,0.0290769,9606,Liver,0.025
120,CEBPA,True,Sebocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0299647,9606,Skin,0.025
121,CEBPA,True,Basophils,Mesoderm,True,0.0,0.0,True,0.533333,0.0294798,9606,Immune system,0.025
122,CEBPA,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0,True,0.0,0.0299647,9606,Connective tissue,0.025
123,EGFR,True,Myoblasts,Mesoderm,True,0.0,0.0222431,True,0.285714,0.0125233,9606,Skeletal muscle,0.014
124,EGFR,False,Germ cells,Mesoderm,True,0.0,0.0238175,True,0.0,0.0129045,9606,Reproductive,0.014
125,EGFR,True,Adipocytes,Mesoderm,True,0.0,0.022292,True,0.0,0.0127752,9606,Connective tissue,0.014
126,EGFR,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0222431,True,0.0,0.0127687,9606,Connective tissue,0.014
127,EGFR,False,Myoepithelial cells,Mesoderm,True,0.0,0.022264,True,0.1,0.0124316,9606,Smooth muscle,0.014
128,EGFR,True,Bergmann glia,Ectoderm,True,0.0,0.0222431,True,0.0,0.0127711,9606,Brain,0.014
129,EGFR,True,Neuroblasts,Ectoderm,True,0.0,0.0222431,True,0.0,0.0127695,9606,Brain,0.014
130,EGFR,True,Gastric chief cells,Endoderm,True,0.0,0.0222431,True,0.0,0.0127687,9606,GI tract,0.014
131,FGF10,False,Hepatic stellate cells,Endoderm,True,0.0,0.000626959,True,0.0,0.00173266,9606,Liver,0.001
132,FGF10,False,Anterior pituitary gland cells,Ectoderm,True,0.0,0.000626566,True,0.0714286,0.00160699,9606,Brain,0.001
133,FGF10,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.000626566,True,0.0,0.00173244,9606,Connective tissue,0.001
134,GSC,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0,True,0.0,0.000769971,9606,Connective tissue,0.001
135,MMP3,True,Fibroblasts,Mesoderm,True,0.00900901,0.00194742,True,0.0859729,0.000594334,9606,Connective tissue,0.003
136,MMP3,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00219298,True,0.0,0.00301572,9606,Connective tissue,0.003
137,PPARG,True,Melanocytes,Mesoderm,True,0.0,0.0109649,True,0.0,0.00462339,9606,Skin,0.006
138,PPARG,False,Hepatic stellate cells,Endoderm,True,0.5,0.0106583,True,0.0,0.00462042,9606,Liver,0.006
139,PPARG,True,Enterocytes,Endoderm,True,0.666667,0.00973007,True,0.0298013,0.00412223,9606,GI tract,0.006
140,PPARG,True,Macrophages,Mesoderm,True,0.0833333,0.0106918,True,0.0040404,0.00463883,9606,Immune system,0.006
141,PPARG,True,T helper cells,Mesoderm,True,0.0,0.0109649,True,0.0,0.00461983,9606,Immune system,0.006
142,PPARG,True,Megakaryocytes,Mesoderm,True,0.0,0.0109649,True,0.0,0.00461983,9606,Immune system,0.006
143,PPARG,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0109649,True,0.0,0.00461983,9606,Connective tissue,0.006
144,PPARG,True,Adipocytes,Mesoderm,True,0.0,0.010989,True,0.375,0.00442961,9606,Connective tissue,0.006
145,TWIST2,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00689223,True,0.0,0.0,9606,Connective tissue,0.012
146,TWIST2,True,Fibroblasts,Mesoderm,True,0.162162,0.00129828,True,0.0,0.0,9606,Connective tissue,0.012
147,GATA3,True,T helper cells,Mesoderm,True,0.0,0.0200501,True,0.0,0.0297722,9606,Immune system,0.03
148,GATA3,True,Principal cells,Mesoderm,True,0.0,0.0200501,True,1.0,0.0293362,9606,Kidney,0.03
149,GATA3,True,Nuocytes,Mesoderm,True,0.0,0.0200501,True,1.0,0.027901,9606,Immune system,0.03
150,GATA3,True,Mesangial cells,Mesoderm,True,1.0,0.0194357,True,0.0,0.0297722,9606,Kidney,0.03
151,GATA3,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0200501,True,0.0,0.0297722,9606,Connective tissue,0.03
152,GATA3,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.0200501,True,0.0,0.0298335,9606,Bone,0.03
153,GATA3,True,Natural killer T cells,Mesoderm,True,0.0,0.0200501,True,0.0,0.0297722,9606,Immune system,0.03
154,GLI1,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0,True,0.0,0.000192493,9606,Connective tissue,0.0
155,GLI1,False,Pericytes,Mesoderm,True,0.0,0.0,True,0.0,0.000195529,9606,Vasculature,0.0
156,SMO,True,Chondrocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.005
157,SMO,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.005
158,STAB1,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00250627,True,0.0,0.0,9606,Connective tissue,0.018
159,STAB1,True,Endothelial cells,Mesoderm,True,0.0288462,0.00161917,True,0.0,0.0,9606,Vasculature,0.018
160,STAB1,True,Macrophages,Mesoderm,True,0.0833333,0.00220126,True,0.0,0.0,9606,Immune system,0.018
161,STAB1,False,Endothelial cells (aorta),Mesoderm,True,0.0,0.00250627,True,0.0,0.0,9606,Vasculature,0.018
162,CCN5,True,Melanocytes,Mesoderm,False,,,False,,,9606,Skin,0.0
163,CCN5,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Connective tissue,0.005
164,CCN5,True,Osteoblasts,Mesoderm,True,0.0,0.00657895,True,0.0,0.0,9606,Bone,0.005
165,WT1,False,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.0225564,True,0.0,0.0,9606,Heart,0.01
166,WT1,True,Podocytes,Mesoderm,True,1.0,0.0157729,True,0.0,0.0,9606,Kidney,0.01
167,WT1,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0225564,True,0.0,0.0,9606,Connective tissue,0.01
168,WT1,False,Vascular smooth muscle cells,Mesoderm,True,0.0,0.0225564,True,0.0,0.0,9606,Smooth muscle,0.01
169,WT1,False,Kidney progenitor cells,Mesoderm,True,1.0,0.0222501,True,0.0,0.0,9606,Kidney,0.01
170,WT1,True,Neuroblasts,Ectoderm,True,0.0,0.0225564,True,0.0,0.0,9606,Brain,0.01
171,WT1,False,Hepatic stellate cells,Endoderm,True,0.0,0.0225705,True,0.0,0.0,9606,Liver,0.01
172,WT1,True,Sertoli cells,Mesoderm,True,0.0,0.0225564,True,0.0,0.0,9606,Reproductive,0.01
173,WT1,True,Hepatocytes,Endoderm,True,0.0,0.0228209,True,0.0,0.0,9606,Liver,0.01
174,WT1,False,Mesothelial cells,Mesoderm,True,1.0,0.0219436,True,0.0,0.0,9606,Epithelium,0.01
175,SCARA5,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0115915,True,0.0,0.0,9606,Connective tissue,0.007
176,SCARA5,True,Fibroblasts,Mesoderm,True,0.297297,0.00129828,True,0.0,0.0,9606,Connective tissue,0.007
177,HOXC8,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00313283,True,0.0,0.00532563,9606,Connective tissue,0.005
178,HOXC8,False,Neurons,Ectoderm,True,0.0,0.00314169,True,0.00776915,0.0051757,9606,Brain,0.005
179,TCF7L1,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00845865,True,0.0,0.0,9606,Connective tissue,0.009
180,TCF7L1,True,Mast cells,Mesoderm,True,0.0,0.0084799,True,0.0,0.0,9606,Immune system,0.009
181,HOXC9,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0159774,True,0.0,0.00494065,9606,Connective tissue,0.007
182,HOXC9,True,Adipocytes,Mesoderm,True,0.714286,0.0144427,True,0.0,0.00494319,9606,Connective tissue,0.007
183,HOXC6,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00595238,True,0.0,0.00429901,9606,Connective tissue,0.004
184,HOXC4,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0,True,0.0,0.00275906,9606,Connective tissue,0.002
185,ZNF521,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.0103383,False,0.0,0.0,9606,Connective tissue,0.002
186,SULT1E1,False,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00595238,True,0.0,0.0,9606,Connective tissue,0.002
187,SULT1E1,True,Leydig cells,Mesoderm,True,0.0,0.00595611,True,0.0,0.0,9606,Reproductive,0.002
188,SULT1E1,True,Mammary epithelial cells,Mesoderm,True,0.0,0.00595611,True,0.0,0.0,9606,Mammary gland,0.002
189,EBF2,True,Adipocytes,Mesoderm,True,0.0,0.00125589,True,0.0,0.00706169,9606,Connective tissue,0.006
190,EBF2,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00125313,True,0.0,0.00705807,9606,Connective tissue,0.006
191,EBF2,False,Olfactory epithelial cells,Ectoderm,True,0.0,0.00125313,True,0.9,0.0053359,9606,Olfactory system,0.006
192,NRG4,True,Adipocyte progenitor cells,Mesoderm,True,0.0,0.00156642,True,0.0,0.000320821,9606,Connective tissue,0.001
193,SLC36A2,True,Proximal tubule cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Kidney,0.003
194,SLC36A2,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.003
195,P2RX5,True,B cells memory,Mesoderm,True,0.0,0.0018797,True,0.0,0.0,9606,Immune system,0.0
196,P2RX5,True,B cells naive,Mesoderm,True,0.0,0.00188857,True,0.0,0.0,9606,Immune system,0.0
197,P2RX5,True,Adipocytes,Mesoderm,True,0.0,0.00188383,True,0.0,0.0,9606,Connective tissue,0.0
198,P2RX5,True,Osteoblasts,Mesoderm,True,0.0,0.0018797,True,0.0,0.0,9606,Bone,0.0
199,P2RX5,True,Plasma cells,Mesoderm,True,0.0,0.00190114,True,0.0,0.0,9606,Immune system,0.0
200,LEP,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.0
201,LEP,True,Gastric chief cells,Endoderm,True,0.0,0.0,True,0.0,0.0,9606,GI tract,0.0
202,LEP,False,Leydig cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Reproductive,0.0
203,UCP1,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.0
204,CIDEA,True,Thymocytes,Endoderm,True,0.0,0.0,True,0.0,0.00494065,9606,Thymus,0.004
205,CIDEA,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.5,0.0046864,9606,Connective tissue,0.004
206,PRDM16,True,Adipocytes,Mesoderm,True,0.0,0.00125589,True,0.0,0.000962958,9606,Connective tissue,0.001
207,LHX8,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.00154073,9606,Connective tissue,0.001
208,EPSTI1,True,Adipocytes,Mesoderm,True,0.0,0.0291994,True,0.0,0.0431405,9606,Connective tissue,0.041
209,EPSTI1,False,T memory cells,Mesoderm,True,0.146341,0.0276103,True,0.33125,0.0370783,9606,Immune system,0.041
210,MC2R,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.0
211,FFAR2,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.125,0.0121975,9606,Connective tissue,0.01
212,FFAR2,True,Sebocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0122554,9606,Skin,0.01
213,FFAR2,True,Beta cells,Endoderm,True,0.0,0.0,True,0.428571,0.0111304,9606,Pancreas,0.01
214,PIKFYVE,True,Adipocytes,Mesoderm,True,0.0,0.00345369,True,0.0,0.00295307,9606,Connective tissue,0.003
215,CYP11B2,True,Adipocytes,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Connective tissue,0.0
216,TLR2,True,Langerhans cells,Mesoderm,True,0.0,0.000952986,True,0.0,0.0,9606,Skin,0.014
217,TLR2,False,Alveolar macrophages,Mesoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Lungs,0.014
218,TLR2,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Bone,0.014
219,TLR2,True,Neutrophils,Mesoderm,True,0.0,0.000943693,True,0.0,0.0,9606,Immune system,0.014
220,TLR2,True,Macrophages,Mesoderm,True,0.0,0.000943396,True,0.0,0.0,9606,Immune system,0.014
221,TLR2,True,Müller cells,Ectoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Eye,0.014
222,TLR2,False,Stromal cells,Mesoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Connective tissue,0.014
223,TLR2,True,Adipocytes,Mesoderm,True,0.0,0.000941915,True,0.0,0.0,9606,Connective tissue,0.014
224,TLR4,True,Basophils,Mesoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Immune system,0.0
225,TLR4,True,Platelets,Mesoderm,True,0.0,0.000313676,True,0.0,0.0,9606,Blood,0.0
226,TLR4,True,Adipocytes,Mesoderm,True,0.0,0.000313972,True,0.0,0.0,9606,Connective tissue,0.0
227,TLR4,True,Osteoclast precursor cells,Mesoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Bone,0.0
228,TLR4,True,Monocytes,Mesoderm,True,0.0,0.000315856,True,0.0,0.0,9606,Immune system,0.0
229,TLR4,True,Kupffer cells,Mesoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Liver,0.0
